Odometer_Label,Location_Label,Asset,Date,Time,Odometer,Status,Location
Odometer (km),Location,RCLU24083,01/17/2025,09:58 AM,0.0 km,Stationary,"9 Lakeside Park Dr, Lakeside, Halifax, NS, B3T"
Odometer (km),Location,RCLU24577,01/17/2025,09:58 AM,0.0 km,Stationary,"12003 163 Street Northwest, Edmonton, Edmonton, AB, T5V 1P9"
Odometer (km),Location,RCLU24559,01/17/2025,09:58 AM,0.0 km,Stationary,"Moose Jaw No 161, SK, S0H"
Odometer (km),Location,RCLU24023,01/17/2025,09:58 AM,0.0 km,Stationary,"Freeport Way NE, Calgary, AB, T3J"
Odometer (km),Location,RCLU24566,01/17/2025,09:58 AM,0.0 km,Stationary,"932 East Bay, Regina, Regina, SK, S4N 6W6"
Odometer (km),Location,RCLU24047,01/17/2025,09:58 AM,0.0 km,Stationary,"65 Rue De Vaudreuil:Fre, Boucherville:Fre, QC, J4B"
Odometer (km),Location,RCLU24061,01/17/2025,09:58 AM,0.0 km,Stationary,"12039 163 St NW, Edmonton, AB, T5V"
Odometer (km),Location,RCLU24062,01/17/2025,09:58 AM,0.0 km,Stationary,"Heritage Road, Brampton, Brampton, ON, L6Y 0B3"
Odometer (km),Location,RCLU24049,01/17/2025,09:58 AM,0.0 km,Stationary,"Stornoway Ave, Moncton, NB, E1H"
Odometer (km),Location,RCLU24579,01/17/2025,09:58 AM,0.0 km,Stationary,"2098 Clements Rd, Pickering, ON, L1W"
Odometer (km),Location,RCLU24055,01/17/2025,09:58 AM,0.0 km,Stationary,"2677 190 St, Surrey, BC, V3S"
Odometer (km),Location,RCLU24554,01/17/2025,09:58 AM,0.0 km,Stationary,"Kleinburg, Vaughan, ON, L0J"
Odometer (km),Location,RCLU24555,01/17/2025,09:58 AM,0.0 km,Stationary,"Unnamed Road, Bushell Park, Moose Jaw No. 161, SK, S0H 0N0"
Odometer (km),Location,RCLU24578,01/17/2025,09:58 AM,0.0 km,Stationary,"55 Freeport Boulevard Northeast, Calgary, Calgary, AB, T3J 4X9"
Odometer (km),Location,RCLU24583,01/17/2025,09:58 AM,0.0 km,Stationary,"33 Dufferin Place Southeast, Calgary, Calgary, AB, T2C 4W3"
Odometer (km),Location,RCLU24518,01/17/2025,09:58 AM,0.0 km,Stationary,"Calgary, AB, T2C"
Odometer (km),Location,RCLU24548,01/17/2025,09:58 AM,0.0 km,Stationary,"Lougheed Highway, Pitt Meadows, Pitt Meadows, BC, V3Y"
Odometer (km),Location,RCLU24575,01/17/2025,09:58 AM,0.0 km,Stationary,"Kleinburg, Vaughan, ON, L0J"
Odometer (km),Location,RCLU24545,01/17/2025,09:58 AM,0.0 km,Stationary,"2001 Chemin St-Fran?Ois:Fre, Dorval, QC, H9P"
Odometer (km),Location,RCLU24052,01/17/2025,09:58 AM,0.0 km,Stationary,"Los Angeles, Commerce, CA, 90023"
Odometer (km),Location,RCLU24546,01/17/2025,09:58 AM,0.0 km,Stationary,"Rutherford Road, Vaughan, Vaughan, ON, L4H 2B9"
Odometer (km),Location,RCLU24059,01/17/2025,09:58 AM,0.0 km,Stationary,"Unnamed Road, Duchess, Newell County No. 4, AB, T0J 0Z0"
Odometer (km),Location,RCLU24057,01/17/2025,09:58 AM,0.0 km,Stationary,"Hwy-401, Windsor, ON, N0R"
Odometer (km),Location,RCLU24576,01/17/2025,09:58 AM,0.0 km,Stationary,"Winnipeg, MB, R2X"
Odometer (km),Location,RCLU24042,01/17/2025,09:58 AM,0.0 km,Stationary,"Hwy-221, Rosser, MB, R0C"
Odometer (km),Location,RCLU24013,01/17/2025,09:58 AM,0.0 km,Stationary,"Trans-Canada Highway, Schreiber, Terrace Bay, ON, P0T 2S0"
Odometer (km),Location,RCLU24054,01/17/2025,09:58 AM,0.0 km,Stationary,"77 Coronation Street, Kleinburg, Vaughan, ON, L0J 1C0"
Odometer (km),Location,RCLU24060,01/17/2025,09:58 AM,0.0 km,Stationary,"1422 Ford Street, Thunder Bay, Thunder Bay, ON, P7E 2C1"
Odometer (km),Location,RCLU24067,01/17/2025,09:58 AM,0.0 km,Stationary,"Stornoway Ave, Moncton, NB, E1H"
Odometer (km),Location,RCLU24093,01/17/2025,09:58 AM,0.0 km,Stationary,"2699 190 St, Surrey, BC, V3S"
Odometer (km),Location,RCLU24553,01/17/2025,09:58 AM,0.0 km,Stationary,"16267 121A Ave NW, Edmonton, AB, T5V"
Odometer (km),Location,RCLU24086,01/17/2025,09:58 AM,0.0 km,Stationary,"4030 East Washington Boulevard, Commerce, Commerce, CA, 90023"
Odometer (km),Location,RCLU24070,01/17/2025,09:58 AM,0.0 km,Stationary,"Provincial Road 221, Rosser, Rosser, MB, R0H 1E0"
Odometer (km),Location,RCLU24556,01/17/2025,09:58 AM,0.0 km,Stationary,"Concession Road 3, Upsala, Unorganized Thunder Bay District, ON, P0T"
Odometer (km),Location,RCLU24064,01/17/2025,09:58 AM,0.0 km,Stationary,"Calgary, AB, T2C"
Odometer (km),Location,RCLU24076,01/17/2025,09:58 AM,0.0 km,Stationary,"2799 190 St, Surrey, BC, V3S"
Odometer (km),Location,RCLU24588,01/17/2025,09:57 AM,237903.8 km,Stationary,"Burford Road, Hamilton, Hamilton, ON, L8E"
Odometer (km),Location,RCLU22041,01/17/2025,09:57 AM,175929.9 km,Stationary,"Moncton, NB, E1E"
Odometer (km),Location,RCLU21042,01/17/2025,09:57 AM,314523.8 km,Stationary,"Kleinburg, Vaughan, ON, L0J"
Odometer (km),Location,RCLU18022,01/17/2025,09:57 AM,734864.0 km,Stationary,"Intermodal Dr, Brampton, ON, L6T"
Odometer (km),Location,RCLU24601,01/17/2025,09:57 AM,59165.5 km,Stationary,"18599 Advent Road, Pitt Meadows, Pitt Meadows, BC, V3Y 2G9"
Odometer (km),Location,RCLU24569,01/17/2025,09:57 AM,58882.0 km,Stationary,"2098 Clements Rd, Pickering, ON, L1W"
Odometer (km),Location,RCLU24598,01/17/2025,09:57 AM,30908.9 km,Stationary,"Heritage Road, Brampton, Brampton, ON, L6Y 0B3"
Odometer (km),Location,RC94888,01/17/2025,09:57 AM,69502.2 km,Stationary,"8475 Goreway Dr, Brampton, ON, L6T"
Odometer (km),Location,RCLU22101,01/17/2025,09:57 AM,115868.6 km,Stationary,"7875 Heritage Road, Brampton, Brampton, ON, L6Y 0B3"
Odometer (km),Location,RCLU21057,01/17/2025,09:57 AM,307329.7 km,Stationary,"Pitt Meadows, BC, V3Y"
Odometer (km),Location,RCLU21045,01/17/2025,09:57 AM,0.0 km,Stationary,"2651 190 St, Surrey, BC, V3S"
Odometer (km),Location,RCLU24517,01/17/2025,09:56 AM,24816.9 km,Stationary,"110 Deerhurst Dr, Brampton, ON, L6T"
Odometer (km),Location,375064RX,01/17/2025,09:56 AM,125346.8 km,Stationary,"Mississauga, ON, L5T"
Odometer (km),Location,RCLU21061,01/17/2025,09:56 AM,225666.3 km,Stationary,"205 Commerce Street, Moncton, Moncton, NB, E1H 3T2"
Odometer (km),Location,RCLU16082,01/17/2025,09:56 AM,957617.6 km,Stationary,"4114 101 Street Northwest, Edmonton, Edmonton, AB, T6E 0A5"
Odometer (km),Location,RC94814,01/17/2025,09:56 AM,909990.5 km,Stationary,"Hawk's Ridge Trail, Marathon, Marathon, ON, P0T"
Odometer (km),Location,RCLU24528,01/17/2025,09:56 AM,28009.1 km,Stationary,"110 Gore St W, Thunder Bay, ON, P7E"
Odometer (km),Location,RCLU24502,01/17/2025,09:56 AM,42163.1 km,Stationary,"Gateway Boulevard, Edmonton, Edmonton, AB, T6J 7A9"
Odometer (km),Location,RCLU24558,01/17/2025,09:56 AM,41554.3 km,Stationary,"2675 Steeles Avenue West, Brampton, Brampton, ON, L6Y 0B3"
Odometer (km),Location,RCLU24600,01/17/2025,09:56 AM,46301.8 km,Stationary,"6970 Kenderry Gate, Mississauga, Mississauga, ON, L5T 2S7"
Odometer (km),Location,RCLU24541,01/17/2025,09:56 AM,41547.1 km,Stationary,"Pitt Meadows, BC, V3Y"
Odometer (km),Location,RCLU24552,01/17/2025,09:56 AM,32771.0 km,Stationary,"6830 Rutherford Road, Kleinburg, Vaughan, ON, L0J 1C0"
Odometer (km),Location,RC94843,01/17/2025,09:56 AM,862258.4 km,Stationary,"233 Elgin Street, Sudbury, Greater Sudbury, ON, P3E 3N7"
Odometer (km),Location,175058RX,01/17/2025,09:56 AM,690149.8 km,Stationary,"174 Camp Manitou Rd, Headingley, MB, R4H"
Odometer (km),Location,RCLU24531,01/17/2025,09:56 AM,47315.3 km,Stationary,"Sudbury, Greater Sudbury, ON, P3E 3N7"
Odometer (km),Location,RCLU21029,01/17/2025,09:56 AM,42126.7 km,Stationary,"Advent Road, Pitt Meadows, Pitt Meadows, BC, V3Y 2G9"
Odometer (km),Location,RCLU16059,01/17/2025,09:56 AM,406455.2 km,Stationary,"Calgary, AB, T2C"
Odometer (km),Location,RCLU24085,01/17/2025,09:56 AM,0.0 km,Stationary,"Pitt Meadows, BC, V3Y"
Odometer (km),Location,RCLU24581,01/17/2025,09:56 AM,0.0 km,Stationary,"Heritage Road, Brampton, Brampton, ON, L6Y 0B3"
Odometer (km),Location,RCLU24058,01/17/2025,09:56 AM,0.0 km,Stationary,"130 Rue J.-A.-Bombardier, Boucherville, Boucherville, QC, J4B 8N4"
Odometer (km),Location,RCLU24001,01/17/2025,09:56 AM,0.0 km,Stationary,"Heritage Road, Brampton, Brampton, ON, L6Y 0B3"
Odometer (km),Location,RCLU16086,01/17/2025,09:56 AM,208467.2 km,Stationary,"6830 Rutherford Road, Kleinburg, Vaughan, ON, L0J 1C0"
Odometer (km),Location,RCLU24587,01/17/2025,09:55 AM,53244.5 km,Stationary,"Heritage Road, Brampton, Brampton, ON, L6Y 0B3"
Odometer (km),Location,ELFC5004,01/17/2025,09:55 AM,369240.0 km,Stationary,"Dartmouth, Halifax, NS"
Odometer (km),Location,RCLU21053,01/17/2025,09:55 AM,247406.4 km,Stationary,"Unnamed Road, Bushell Park, Moose Jaw No. 161, SK, S0H 0N0"
Odometer (km),Location,RCLU24510,01/17/2025,09:55 AM,34144.0 km,Stationary,"Rutherford Road, Kleinburg, Vaughan, ON, L0J"
Odometer (km),Location,RCLU16051,01/17/2025,09:55 AM,283964.9 km,Stationary,"Intermodal Dr, Brampton, ON, L6T"
Odometer (km),Location,RCLU24536,01/17/2025,09:55 AM,64811.7 km,Stationary,"2745 24 Ave NE, Calgary, AB, T1Y"
Odometer (km),Location,RCLU21068,01/17/2025,09:55 AM,235800.9 km,Stationary,"21004 111 Avenue Northwest, Edmonton, Edmonton, AB, T5S 2G6"
Odometer (km),Location,RCLU22016,01/17/2025,09:55 AM,186982.9 km,Stationary,"10400 Franklin Avenue, Franklin Park, Leyden Township, IL, 60131"
Odometer (km),Location,RCLU24029,01/17/2025,09:55 AM,117095.8 km,Stationary,"174 Deerhurst Dr, Brampton, ON, L6T"
Odometer (km),Location,RCLU16055,01/17/2025,09:55 AM,107958.3 km,Stationary,"Kleinburg, Vaughan, ON, L0J"
Odometer (km),Location,RCLU21063,01/17/2025,09:55 AM,290823.0 km,Stationary,"Heritage Road, Brampton, Brampton, ON, L6Y 0B3"
Odometer (km),Location,RCLU24537,01/17/2025,09:55 AM,52764.0 km,Stationary,"12151 Davis Lane, Caledon, Caledon, ON, L7C 2X3"
Odometer (km),Location,RCLU22039,01/17/2025,09:55 AM,204625.5 km,Stationary,"Heritage Road, Brampton, Brampton, ON, L6Y 0B3"
Odometer (km),Location,RCLU24036,01/17/2025,09:55 AM,0.0 km,Stationary,"27 Freeport Blvd NE, Calgary, AB, T3J"
Odometer (km),Location,RCLU24027,01/17/2025,09:55 AM,0.0 km,Stationary,"Brampton, ON, L6T"
Odometer (km),Location,RCLU24025,01/17/2025,09:55 AM,0.0 km,Stationary,"1557 South McBride Avenue, Commerce, Commerce, CA, 90040"
Odometer (km),Location,RCLU16046,01/17/2025,09:54 AM,713728.3 km,Stationary,"Calgary, AB, T2C"
Odometer (km),Location,RCLU22044,01/17/2025,09:54 AM,203037.4 km,Stationary,"778 SE Division St, Portland, OR, 97214"
Odometer (km),Location,RCLU22079,01/17/2025,09:54 AM,212594.3 km,Stationary,"160 Commerce Street, Moncton, Moncton, NB, E1H 2S6"
Odometer (km),Location,175059RX,01/17/2025,09:54 AM,553746.8 km,Stationary,"2101 Fleming Road, Regina, Sherwood No. 159, SK, S4M"
Odometer (km),Location,RCLU24081,01/17/2025,09:54 AM,63071.3 km,Stationary,"Brampton, ON, L6T"
Odometer (km),Location,RCLU24012,01/17/2025,09:54 AM,237998.8 km,Stationary,"499 Achilles Rd, Ajax, ON, L1Z"
Odometer (km),Location,RCLU24513,01/17/2025,09:54 AM,48856.5 km,Stationary,"1030 Weddell Place, Kelowna, Kelowna, BC, V1Y 7R7"
Odometer (km),Location,175062RX,01/17/2025,09:54 AM,557032.9 km,Stationary,"2500 27 St NE, Calgary, AB, T1Y"
Odometer (km),Location,RCLU22110,01/17/2025,09:54 AM,152187.8 km,Stationary,"16140 121A Ave NW, Edmonton, AB, T5V"
Odometer (km),Location,RCLU22023,01/17/2025,09:54 AM,196123.9 km,Stationary,"49 Commerce St, Moncton, NB, E1H"
Odometer (km),Location,RCLU18003,01/17/2025,09:54 AM,262128.6 km,Stationary,"2659 190 St, Surrey, BC, V3S"
Odometer (km),Location,RCLU16013,01/17/2025,09:54 AM,55820.5 km,Stationary,"Calgary, Calgary, AB"
Odometer (km),Location,RCLU24004,01/17/2025,09:54 AM,0.0 km,Stationary,"Heritage Road, Brampton, Brampton, ON, L6Y 0B3"
Odometer (km),Location,RCLU24562,01/17/2025,09:54 AM,0.0 km,Stationary,No address recorded
Odometer (km),Location,RCLU22074,01/17/2025,09:53 AM,234557.4 km,Stationary,"6830 Rutherford Road, Kleinburg, Vaughan, ON, L0J 1C0"
Odometer (km),Location,RCLU21001,01/17/2025,09:53 AM,282138.8 km,Stationary,"1420 Creditstone Rd, Concord, Vaughan, ON, L4K"
Odometer (km),Location,RCLU24015,01/17/2025,09:53 AM,118288.1 km,Stationary,"110 Baig Blvd / Boulevard Baig:Fre, Moncton, NB, E1E"
Odometer (km),Location,RCLU21034,01/17/2025,09:53 AM,274434.0 km,Stationary,"110 Cidermill Avenue, Vaughan, Vaughan, ON, L4K"
Odometer (km),Location,ELFC4806,01/17/2025,09:53 AM,370691.8 km,Stationary,"2098 Clements Rd, Pickering, ON, L1W"
Odometer (km),Location,RC94848,01/17/2025,09:53 AM,637379.6 km,Stationary,"Bow River Pathway, Calgary, Calgary, AB, T2G"
Odometer (km),Location,RC94878,01/17/2025,09:53 AM,339536.6 km,Stationary,"1089 Nelson Street, Oshawa, Oshawa, ON, L1H 5N9"
Odometer (km),Location,RCLU24045,01/17/2025,09:53 AM,94076.9 km,Stationary,"37 Galloway St, Moncton, NB, E1H"
Odometer (km),Location,175060RX,01/17/2025,09:53 AM,542519.0 km,Stationary,"2789 24 Ave NE, Calgary, AB, T1Y"
Odometer (km),Location,RCLU24560,01/17/2025,09:53 AM,42375.1 km,Stationary,"1098 Copperstone Dr, Pickering, ON, L1W"
Odometer (km),Location,RCLU16006,01/17/2025,09:53 AM,1070.7 km,Stationary,"126 Deerhurst Dr, Brampton, ON, L6T"
Odometer (km),Location,RCLU21058,01/17/2025,09:53 AM,249385.7 km,Stationary,"80 Rue de Vaudreuil, Boucherville, Boucherville, QC, J4B 5G4"
Odometer (km),Location,RCLU24002,01/17/2025,09:53 AM,0.0 km,Stationary,"17387 Arenth Avenue, City of Industry, City of Industry, CA, 91748"
Odometer (km),Location,RCLU24028,01/17/2025,09:53 AM,0.0 km,Stationary,"61 Rue De Vaudreuil:Fre, Boucherville:Fre, QC, J4B"
Odometer (km),Location,RCLU24602,01/17/2025,09:52 AM,270507.0 km,Stationary,"4302 Blackfoot Trail Southeast, Calgary, Calgary, AB, T2G 4R7"
Odometer (km),Location,RCLU24507,01/17/2025,09:52 AM,52090.3 km,Stationary,"19007 McMyn Road, Pitt Meadows, Pitt Meadows, BC, V3Y 2N8"
Odometer (km),Location,RCLU22030,01/17/2025,09:52 AM,205747.1 km,Stationary,"2153 Fountain St N, Cambridge, ON, N3H"
Odometer (km),Location,RCLU24589,01/17/2025,09:52 AM,36565.9 km,Stationary,"78 Deerhurst Dr, Brampton, ON, L6T"
Odometer (km),Location,RCLU22050,01/17/2025,09:52 AM,0.0 km,Stationary,"10400 Franklin Avenue, Franklin Park, Leyden Township, IL, 60131"
Odometer (km),Location,ELFC4803,01/17/2025,09:52 AM,289155.6 km,Stationary,"11157 Barlow Trl NE, Calgary, AB, T3J"
Odometer (km),Location,RCLU21020,01/17/2025,09:52 AM,319721.7 km,Stationary,"Heritage Road, Brampton, Brampton, ON, L6Y 0B3"
Odometer (km),Location,RCLU22027,01/17/2025,09:52 AM,23275.7 km,Stationary,"158 Deerhurst Dr, Brampton, ON, L6T"
Odometer (km),Location,RCLU22028,01/17/2025,09:52 AM,205372.7 km,Stationary,"Freeport Way NE, Calgary, AB, T3J"
Odometer (km),Location,RC94896,01/17/2025,09:52 AM,37425.1 km,Stationary,"2101 Fleming Road, Regina, Sherwood No. 159, SK, S4M"
Odometer (km),Location,RCLU16033,01/17/2025,09:52 AM,30978.2 km,Stationary,"Sun Pac Blvd, Brampton, ON, L6S"
Odometer (km),Location,RCLU21011,01/17/2025,09:52 AM,283153.3 km,Stationary,"Brampton, ON, L6T"
Odometer (km),Location,RCLU24538,01/17/2025,09:52 AM,42995.4 km,Stationary,"396 Mcphillips St, Winnipeg, MB, R2X"
Odometer (km),Location,RCLU21002,01/17/2025,09:52 AM,289774.1 km,Stationary,"Pitt Meadows, BC, V3Y"
Odometer (km),Location,RC94827,01/17/2025,09:52 AM,242415.3 km,Stationary,"2717 190 St, Surrey, BC, V3S"
Odometer (km),Location,RCLU22021,01/17/2025,09:52 AM,189156.9 km,Stationary,"Kleinburg, Vaughan, ON, L0J"
Odometer (km),Location,RCLU16056,01/17/2025,09:52 AM,71923.8 km,Stationary,"Kleinburg, Vaughan, ON, L0J"
Odometer (km),Location,RCLU16099,01/17/2025,09:52 AM,1068404.7 km,Stationary,"Calgary, AB, T2C"
Odometer (km),Location,RCLU24068,01/17/2025,09:52 AM,0.0 km,Stationary,"Commerce Street, Moncton, Moncton, NB, E1H 2S6"
Odometer (km),Location,RCLU24069,01/17/2025,09:52 AM,0.0 km,Stationary,"6773 52 St SE, Calgary, AB, T2C"
Odometer (km),Location,RCLU24547,01/17/2025,09:52 AM,0.0 km,Stationary,"16146 121A Ave NW, Edmonton, AB, T5V"
Odometer (km),Location,RCLU16054,01/17/2025,09:51 AM,854334.0 km,Stationary,"Calgary, AB, T2C"
Odometer (km),Location,RC94856,01/17/2025,09:51 AM,825574.7 km,Stationary,"33 Dufferin Place Southeast, Calgary, Calgary, AB, T2C 4W3"
Odometer (km),Location,RC94822,01/17/2025,09:51 AM,76112.5 km,Stationary,"33 Dufferin Place Southeast, Calgary, Calgary, AB, T2C 4W3"
Odometer (km),Location,RCLU16025,01/17/2025,09:51 AM,689229.9 km,Stationary,"Calgary, AB, T2C"
Odometer (km),Location,RCLU16011,01/17/2025,09:51 AM,50811.3 km,Stationary,"Intermodal Dr, Brampton, ON, L6T"
Odometer (km),Location,RCLU24582,01/17/2025,09:51 AM,119838.9 km,Stationary,"Calgary, AB, T2C"
Odometer (km),Location,RCLU21059,01/17/2025,09:51 AM,289676.3 km,Stationary,"Heritage Road, Brampton, Brampton, ON, L6Y 0B3"
Odometer (km),Location,RCLU22086,01/17/2025,09:51 AM,71892.6 km,Stationary,"2780 Avenue Andr?:Fre, Dorval, QC, H9P"
Odometer (km),Location,RCLU22040,01/17/2025,09:51 AM,216324.0 km,Stationary,"Heritage Road, Brampton, Brampton, ON, L6Y 0B3"
Odometer (km),Location,RCLU21038,01/17/2025,09:51 AM,336902.9 km,Stationary,"33 Dufferin Place Southeast, Calgary, Calgary, AB, T2C 4W3"
Odometer (km),Location,RCLU24599,01/17/2025,09:51 AM,41395.7 km,Stationary,"Calgary, AB, T2C"
Odometer (km),Location,RCLU16005,01/17/2025,09:51 AM,9490.3 km,Stationary,"168 Deerhurst Dr, Brampton, ON, L6T"
Odometer (km),Location,RCLU24529,01/17/2025,09:51 AM,36631.0 km,Stationary,"Dufferin Boulevard Southeast, Calgary, Calgary, AB, T2C 4T9"
Odometer (km),Location,RC94807,01/17/2025,09:51 AM,862404.8 km,Stationary,"18599 Advent Road, Pitt Meadows, Pitt Meadows, BC, V3Y 2G9"
Odometer (km),Location,RCLU24590,01/17/2025,09:51 AM,29771.0 km,Stationary,"156 Deerhurst Dr, Brampton, ON, L6T"
Odometer (km),Location,RCLU22006,01/17/2025,09:51 AM,174118.5 km,Stationary,"Brampton, ON, L6T"
Odometer (km),Location,RC94850,01/17/2025,09:51 AM,816943.3 km,Stationary,"Kleinburg, Vaughan, ON, L0J"
Odometer (km),Location,RC94846,01/17/2025,09:50 AM,818518.5 km,Stationary,"12159 163 St NW, Edmonton, AB, T5V"
Odometer (km),Location,RCLU22093,01/17/2025,09:50 AM,106322.0 km,Stationary,"165 Goreway Drive, Brampton, Brampton, ON, L6T 5R8"
Odometer (km),Location,RCLU16044,01/17/2025,09:50 AM,257955.6 km,Stationary,"66 Deerhurst Dr, Brampton, ON, L6T"
Odometer (km),Location,RCLU24021,01/17/2025,09:50 AM,64187.1 km,Stationary,"21 Rue de Montgolfier, Boucherville, Boucherville, QC, J4B 8C4"
Odometer (km),Location,RCLU22007,01/17/2025,09:50 AM,86141.6 km,Stationary,"Lougheed Highway, Pitt Meadows, Pitt Meadows, BC, V3Y 2V7"
Odometer (km),Location,RCLU16022,01/17/2025,09:50 AM,389282.9 km,Stationary,"Intermodal Dr, Brampton, ON, L6T"
Odometer (km),Location,RCLU18010,01/17/2025,09:50 AM,58118.0 km,Stationary,"Moose Jaw No 161, SK, S0H"
Odometer (km),Location,RCLU22010,01/17/2025,09:50 AM,49984.1 km,Stationary,"Lougheed Highway, Pitt Meadows, Pitt Meadows, BC, V3Y"
Odometer (km),Location,RC94836,01/17/2025,09:50 AM,312331.9 km,Stationary,"Moose Jaw No 161, SK, S0H"
Odometer (km),Location,RCLU18018,01/17/2025,09:50 AM,63857.3 km,Stationary,"Moose Jaw No 161, SK, S0H"
Odometer (km),Location,RC94884,01/17/2025,09:50 AM,468730.9 km,Stationary,"Unnamed Road, Bushell Park, Moose Jaw No. 161, SK, S0H 0N0"
Odometer (km),Location,RCLU22002,01/17/2025,09:50 AM,175158.8 km,Stationary,"Unnamed Road, Bushell Park, Moose Jaw No. 161, SK, S0H 0N0"
Odometer (km),Location,RCLU22042,01/17/2025,09:50 AM,135490.1 km,Stationary,"Moose Jaw No 161, SK, S0H"
Odometer (km),Location,RC94810,01/17/2025,09:50 AM,282450.3 km,Stationary,"Unnamed Road, Bushell Park, Moose Jaw No. 161, SK, S0H 0N0"
Odometer (km),Location,RCLU21008,01/17/2025,09:50 AM,269910.3 km,Stationary,"Moose Jaw No 161, SK, S0H"
Odometer (km),Location,RC94879,01/17/2025,09:50 AM,48621.0 km,Stationary,"Unnamed Road, Bushell Park, Moose Jaw No. 161, SK, S0H 0N0"
Odometer (km),Location,RCLU22077,01/17/2025,09:50 AM,173728.2 km,Stationary,"Moose Jaw No 161, SK, S0H"
Odometer (km),Location,RCLU21067,01/17/2025,09:50 AM,285137.8 km,Stationary,"Unnamed Road, Bushell Park, Moose Jaw No. 161, SK, S0H 0N0"
Odometer (km),Location,RCLU24597,01/17/2025,09:50 AM,33483.4 km,Stationary,"Moose Jaw No 161, SK, S0H"
Odometer (km),Location,RC94891,01/17/2025,09:50 AM,56606.8 km,Stationary,"222 Blackfoot Trail Southeast, Calgary, Calgary, AB, T2G"
Odometer (km),Location,RCLU22020,01/17/2025,09:50 AM,190013.3 km,Stationary,"2671 190 St, Surrey, BC, V3S"
Odometer (km),Location,RCLU24018,01/17/2025,09:50 AM,0.0 km,Stationary,"2579 188 Street, Surrey, Surrey, BC, V3S 9V2"
Odometer (km),Location,RCLU24050,01/17/2025,09:50 AM,0.0 km,Stationary,"180 Commerce Street, Moncton, Moncton, NB, E1H 2S6"
Odometer (km),Location,RCLU24031,01/17/2025,09:50 AM,0.0 km,Stationary,"260 Achilles Road, Ajax, Ajax, ON, L1Z"
Odometer (km),Location,RCLU24535,01/17/2025,09:50 AM,0.0 km,Stationary,"Pitt Meadows, BC, V3Y"
Odometer (km),Location,RCLU22066,01/17/2025,09:49 AM,205471.9 km,Stationary,"2793 24 Ave NE, Calgary, AB, T1Y"
Odometer (km),Location,RCLU21032,01/17/2025,09:49 AM,307380.8 km,Stationary,"115 W 71st Ave, Vancouver, BC, V5X"
Odometer (km),Location,RCLU16057,01/17/2025,09:49 AM,771897.8 km,Stationary,"Lougheed Highway, Pitt Meadows, Pitt Meadows, BC, V3Y"
Odometer (km),Location,RCLU16063,01/17/2025,09:49 AM,355436.1 km,Stationary,"Freeport Way NE, Calgary, AB, T3J"
Odometer (km),Location,RCLU16014,01/17/2025,09:49 AM,30758.7 km,Stationary,"Heritage Road, Brampton, Brampton, ON, L6Y 0B3"
Odometer (km),Location,RCLU22090,01/17/2025,09:49 AM,93451.3 km,Stationary,"Calgary, AB, T2C"
Odometer (km),Location,RCLU22013,01/17/2025,09:49 AM,240998.1 km,Stationary,"114 Deerhurst Dr, Brampton, ON, L6T"
Odometer (km),Location,RCLU24572,01/17/2025,09:49 AM,46924.7 km,Stationary,"Heritage Road, Brampton, Brampton, ON, L6Y 0B3"
Odometer (km),Location,RCLU16037,01/17/2025,09:49 AM,737723.3 km,Stationary,"738 Intermodal Dr, Mississauga, Brampton, ON, L6T"
Odometer (km),Location,RCLU16030,01/17/2025,09:49 AM,438697.1 km,Stationary,"25 Freeport Blvd NE, Calgary, AB, T3J"
Odometer (km),Location,RCLU24543,01/17/2025,09:49 AM,40336.8 km,Stationary,"Kleinburg, Vaughan, ON, L0J"
Odometer (km),Location,375068RX,01/17/2025,09:49 AM,157081.9 km,Stationary,"Slate Drive, Mississauga, Mississauga, ON, L5T 0A1"
Odometer (km),Location,RCLU22070,01/17/2025,09:49 AM,239172.9 km,Stationary,"Heritage Road, Brampton, Brampton, ON, L6Y 0B3"
Odometer (km),Location,375065RX,01/17/2025,09:48 AM,119671.4 km,Stationary,"599 Slate Dr, Mississauga, ON, L5T"
Odometer (km),Location,RCLU21037,01/17/2025,09:48 AM,267995.6 km,Stationary,"2004 Hymus Blvd / Boulevard Hymus:Fre, Dorval, QC, H9P"
Odometer (km),Location,RCLU24043,01/17/2025,09:48 AM,103183.7 km,Stationary,"3550 101 Street Northwest, Edmonton, Edmonton, AB, T6E 5X5"
Odometer (km),Location,RCLU21050,01/17/2025,09:48 AM,291918.2 km,Stationary,"2800 188 St, Surrey, BC, V3S"
Odometer (km),Location,RCLU18026,01/17/2025,09:48 AM,685648.5 km,Stationary,"1405 Rue Hormidas-Deslauriers, Lachine, Montréal, QC, H8T"
Odometer (km),Location,RCLU16047,01/17/2025,09:48 AM,57313.6 km,Stationary,"Mississauga, ON, L5T"
Odometer (km),Location,RCLU16018,01/17/2025,09:48 AM,4347.2 km,Stationary,"Lougheed Highway, Pitt Meadows, Pitt Meadows, BC, V3Y"
Odometer (km),Location,RCLU24591,01/17/2025,09:48 AM,25854.2 km,Stationary,"Railway St, Schreiber, ON, P0T"
Odometer (km),Location,RCLU21062,01/17/2025,09:48 AM,276788.8 km,Stationary,"Railway St, Schreiber, ON, P0T"
Odometer (km),Location,RC94824,01/17/2025,09:48 AM,235046.8 km,Stationary,"Pitt Meadows, BC, V3Y"
